TE,nORF,Class,Family,r_s,p_s,r_p,p_p
chr1:205486570:205487518:L2a,fib2H7,LINE,L2,0.792571083,1.89E-89,0.808613565,5.91E-100
chr1:205486570:205487518:L2a,2dheH1,LINE,L2,0.777182938,6.94E-84,0.810860485,6.23E-101
chr1:205029097:205029310:MIR,gwiwH1,SINE,MIR,0.744180068,3.15E-73,0.806943797,3.08E-99
chr1:205481511:205481567:L2a,gwiwH1,LINE,L2,0.737092541,3.64E-71,0.803993641,5.48E-98
chr1:205486570:205487518:L2a,gwiwH1,LINE,L2,0.765049929,9.03E-80,0.816851012,1.34E-103
chr1:205498855:205499067:MIR,gwiwH1,SINE,MIR,0.756117369,6.75E-77,0.812840657,8.38E-102
chr1:205633359:205633419:L2b,gwiwH1,LINE,L2,0.770262379,1.69E-81,0.820403451,3.14E-105
chr1:205632844:205633046:MIR,9gumH7,SINE,MIR,0.753148026,5.79E-76,0.816573045,1.79E-103
chr1:205029097:205029310:MIR,981yH2,SINE,MIR,0.742506473,9.68E-73,0.825993904,7.22E-108
chr1:205026052:205026147:MIR3,7efkH1,SINE,MIR,0.744722513,2.17E-73,0.804778381,2.56E-98
chr1:205036773:205037085:AluSx,7efkH1,SINE,Alu,0.778387346,2.67E-84,0.807699193,1.46E-99
chr1:205039843:205040142:AluSx,7efkH1,SINE,Alu,0.780337148,5.51E-85,0.823667232,9.29E-107
chr1:205476342:205476477:MIRb,7efkH1,SINE,MIR,0.785447908,8.19E-87,0.827435097,1.46E-108
chr1:205478580:205478756:MIRb,7efkH1,SINE,MIR,0.767456432,1.45E-80,0.815201665,7.42E-103
chr1:205478926:205479223:AluSx1,7efkH1,SINE,Alu,0.767964459,9.87E-81,0.805609579,1.14E-98
chr1:205479803:205479939:MIR3,7efkH1,SINE,MIR,0.771702714,5.67E-82,0.810351214,1.04E-100
chr1:205480900:205481181:AluSx,7efkH1,SINE,Alu,0.773707358,1.14E-82,0.810645707,7.74E-101
chr1:205482124:205482424:L3b,7efkH1,LINE,CR1,0.782198168,1.21E-85,0.804478996,3.43E-98
chr1:205492803:205493021:MIR,7efkH1,SINE,MIR,0.751080252,2.51E-75,0.804082936,5.03E-98
chr1:205496165:205496279:MIRc,7efkH1,SINE,MIR,0.786166979,4.48E-87,0.822388746,3.72E-106
chr1:205496327:205496628:AluJb,7efkH1,SINE,Alu,0.778758348,1.97E-84,0.805402718,1.39E-98
chr1:205641601:205641782:MIRb,7efkH1,SINE,MIR,0.760816395,2.16E-78,0.811407173,3.59E-101
chr1:205644144:205644602:MER39,7efkH1,LTR,ERV1,0.799854281,2.71E-92,0.822542772,3.15E-106
chr1:205645588:205645749:MIRb,7efkH1,SINE,MIR,0.757382956,2.76E-77,0.803623181,7.84E-98
chr1:205646529:205646691:MIRb,7efkH1,SINE,MIR,0.752554201,8.82E-76,0.803394829,9.78E-98
chr1:205017872:205017965:L2a,8nwmH4,LINE,L2,0.738692579,1.26E-71,0.826809089,2.92E-108
chr1:205024777:205024986:MIR,8nwmH4,SINE,MIR,0.759527163,5.68E-78,0.820116187,4.27E-105
chr1:205026052:205026147:MIR3,8nwmH4,SINE,MIR,0.717553514,9.62E-66,0.800911284,1.05E-96
chr1:205026608:205026769:L2c,8nwmH4,LINE,L2,0.781091697,2.93E-85,0.828310967,5.46E-109
chr1:205029097:205029310:MIR,8nwmH4,SINE,MIR,0.747133933,4.08E-74,0.838658068,3.28E-114
chr1:205031947:205032172:MIR,8nwmH4,SINE,MIR,0.784500614,1.80E-86,0.849037986,7.83E-120
chr1:205037687:205037918:MIRb,8nwmH4,SINE,MIR,0.770264716,1.69E-81,0.804063729,5.12E-98
chr1:205476342:205476477:MIRb,8nwmH4,SINE,MIR,0.769928436,2.18E-81,0.840732731,2.66E-115
chr1:205477739:205477979:AluJo,8nwmH4,SINE,Alu,0.720117962,1.97E-66,0.802946965,1.50E-97
chr1:205478580:205478756:MIRb,8nwmH4,SINE,MIR,0.771558444,6.32E-82,0.836961084,2.50E-113
chr1:205480900:205481181:AluSx,8nwmH4,SINE,Alu,0.757553701,2.44E-77,0.821817039,6.90E-106
chr1:205486570:205487518:L2a,8nwmH4,LINE,L2,0.79763015,2.11E-91,0.845628003,6.11E-118
chr1:205490240:205490335:L2b,8nwmH4,LINE,L2,0.720531071,1.53E-66,0.808890044,4.49E-100
chr1:205496165:205496279:MIRc,8nwmH4,SINE,MIR,0.765119319,8.60E-80,0.825343489,1.48E-107
chr1:205641045:205641165:MIR,8nwmH4,SINE,MIR,0.718171552,6.60E-66,0.814280622,1.92E-102
chr1:205641601:205641782:MIRb,8nwmH4,SINE,MIR,0.726058794,4.76E-68,0.803812943,6.53E-98
chr1:205643061:205643315:L2b,8nwmH4,LINE,L2,0.741016004,2.66E-72,0.819606955,7.33E-105
chr1:205644144:205644602:MER39,8nwmH4,LTR,ERV1,0.74940426,8.25E-75,0.811931724,2.11E-101
chr1:205646529:205646691:MIRb,8nwmH4,SINE,MIR,0.741212799,2.34E-72,0.81334785,4.99E-102
chr1:205017872:205017965:L2a,dvxzH2,LINE,L2,0.720597031,1.48E-66,0.836744803,3.23E-113
chr1:205029097:205029310:MIR,dvxzH2,SINE,MIR,0.700788846,1.99E-61,0.827837168,9.29E-109
chr1:205476342:205476477:MIRb,dvxzH2,SINE,MIR,0.727595191,1.79E-68,0.81714304,9.85E-104
chr1:205477995:205478257:AluSz,dvxzH2,SINE,Alu,0.716375471,1.98E-65,0.801507164,5.98E-97
chr1:205480900:205481181:AluSx,dvxzH2,SINE,Alu,0.734967797,1.50E-70,0.815792758,4.02E-103
chr1:205486570:205487518:L2a,dvxzH2,LINE,L2,0.743095466,6.53E-73,0.821362301,1.12E-105
chr1:205490240:205490335:L2b,dvxzH2,LINE,L2,0.709251091,1.44E-63,0.814570324,1.42E-102
chr1:205496165:205496279:MIRc,dvxzH2,SINE,MIR,0.794979468,2.32E-90,0.85230269,1.09E-121
chr1:205498855:205499067:MIR,dvxzH2,SINE,MIR,0.78526822,9.35E-87,0.837838305,8.77E-114
chr1:205632844:205633046:MIR,dvxzH2,SINE,MIR,0.727447852,1.96E-68,0.823547118,1.06E-106
chr1:205633359:205633419:L2b,dvxzH2,LINE,L2,0.722571978,4.31E-67,0.823511138,1.10E-106
chr1:205641045:205641165:MIR,dvxzH2,SINE,MIR,0.663590319,8.14E-53,0.806817799,3.49E-99
chr1:205643061:205643315:L2b,dvxzH2,LINE,L2,0.674319221,3.60E-55,0.80287653,1.61E-97
chr1:205645588:205645749:MIRb,dvxzH2,SINE,MIR,0.697925181,1.02E-60,0.822588682,3.00E-106
chr1:205017872:205017965:L2a,ietnH10,LINE,L2,0.7229724,3.37E-67,0.8042911,4.11E-98
chr1:205024777:205024986:MIR,ietnH10,SINE,MIR,0.727549147,1.84E-68,0.806735919,3.78E-99
chr1:205026608:205026769:L2c,ietnH10,LINE,L2,0.739146644,9.26E-72,0.805335226,1.49E-98
chr1:205476342:205476477:MIRb,ietnH10,SINE,MIR,0.727138336,2.38E-68,0.809613924,2.18E-100
chr1:205486570:205487518:L2a,ietnH10,LINE,L2,0.753685897,3.98E-76,0.823579698,1.02E-106
chr1:205496165:205496279:MIRc,ietnH10,SINE,MIR,0.717700257,8.80E-66,0.801564241,5.66E-97
chr1:205498855:205499067:MIR,ietnH10,SINE,MIR,0.756543551,5.00E-77,0.82746838,1.40E-108
chr1:205632844:205633046:MIR,ietnH10,SINE,MIR,0.74396037,3.66E-73,0.80911579,3.58E-100
chr1:205644144:205644602:MER39,ietnH10,LTR,ERV1,0.73536526,1.16E-70,0.813587662,3.91E-102
chr1:205645588:205645749:MIRb,ietnH10,SINE,MIR,0.73045928,2.87E-69,0.804691274,2.79E-98
chr1:205017872:205017965:L2a,tracer112900,LINE,L2,0.730900545,2.16E-69,0.825874612,8.24E-108
chr1:205024777:205024986:MIR,tracer112900,SINE,MIR,0.72018321,1.89E-66,0.806231382,6.20E-99
chr1:205026608:205026769:L2c,tracer112900,LINE,L2,0.729958221,3.95E-69,0.811943893,2.09E-101
chr1:205476342:205476477:MIRb,tracer112900,SINE,MIR,0.754251995,2.66E-76,0.831344698,1.75E-110
chr1:205480900:205481181:AluSx,tracer112900,SINE,Alu,0.748956894,1.13E-74,0.830814574,3.21E-110
chr1:205481511:205481567:L2a,tracer112900,LINE,L2,0.742290113,1.12E-72,0.82841823,4.84E-109
chr1:205486570:205487518:L2a,tracer112900,LINE,L2,0.781758114,1.71E-85,0.845636151,6.05E-118
chr1:205496165:205496279:MIRc,tracer112900,SINE,MIR,0.758184005,1.54E-77,0.844350368,3.05E-117
chr1:205498855:205499067:MIR,tracer112900,SINE,MIR,0.795571653,1.40E-90,0.851821556,2.06E-121
chr1:205632844:205633046:MIR,tracer112900,SINE,MIR,0.760398056,2.95E-78,0.8532342,3.16E-122
chr1:205633359:205633419:L2b,tracer112900,LINE,L2,0.720561975,1.51E-66,0.825335498,1.49E-107
chr1:205641045:205641165:MIR,tracer112900,SINE,MIR,0.675580233,1.88E-55,0.803901831,5.99E-98
chr1:205641601:205641782:MIRb,tracer112900,SINE,MIR,0.690118899,7.97E-59,0.807215181,2.36E-99
chr1:205643061:205643315:L2b,tracer112900,LINE,L2,0.709148006,1.53E-63,0.810589551,8.19E-101
chr1:205644144:205644602:MER39,tracer112900,LTR,ERV1,0.721378463,9.10E-67,0.819035449,1.34E-104
chr1:205645588:205645749:MIRb,tracer112900,SINE,MIR,0.731206226,1.77E-69,0.837107328,2.10E-113
chr1:205017872:205017965:L2a,tracer69487,LINE,L2,0.727884505,1.50E-68,0.830537243,4.40E-110
chr1:205024777:205024986:MIR,tracer69487,SINE,MIR,0.754799779,1.79E-76,0.826923145,2.58E-108
chr1:205026052:205026147:MIR3,tracer69487,SINE,MIR,0.726539109,3.49E-68,0.815510422,5.39E-103
chr1:205026608:205026769:L2c,tracer69487,LINE,L2,0.750845679,2.97E-75,0.806403687,5.24E-99
chr1:205029097:205029310:MIR,tracer69487,SINE,MIR,0.717152889,1.23E-65,0.804022093,5.33E-98
chr1:205029561:205029873:AluY,tracer69487,SINE,Alu,0.730324444,3.12E-69,0.801392561,6.67E-97
chr1:205031947:205032172:MIR,tracer69487,SINE,MIR,0.749229578,9.32E-75,0.825919905,7.84E-108
chr1:205476342:205476477:MIRb,tracer69487,SINE,MIR,0.741890431,1.48E-72,0.830285185,5.87E-110
chr1:205477739:205477979:AluJo,tracer69487,SINE,Alu,0.75546302,1.10E-76,0.829393264,1.61E-109
chr1:205477995:205478257:AluSz,tracer69487,SINE,Alu,0.740076615,4.95E-72,0.821595108,8.76E-106
chr1:205478580:205478756:MIRb,tracer69487,SINE,MIR,0.725474755,6.92E-68,0.821288623,1.22E-105
chr1:205478926:205479223:AluSx1,tracer69487,SINE,Alu,0.744152549,3.20E-73,0.805795798,9.50E-99
chr1:205479803:205479939:MIR3,tracer69487,SINE,MIR,0.777304341,6.38E-84,0.851896713,1.86E-121
chr1:205480900:205481181:AluSx,tracer69487,SINE,Alu,0.764158213,1.77E-79,0.835013601,2.49E-112
chr1:205481511:205481567:L2a,tracer69487,LINE,L2,0.744925072,1.90E-73,0.833153147,2.18E-111
chr1:205482124:205482424:L3b,tracer69487,LINE,CR1,0.765383043,7.08E-80,0.815182066,7.58E-103
chr1:205484854:205484963:L4,tracer69487,LINE,RTE,0.773079521,1.88E-82,0.841574803,9.49E-116
chr1:205487731:205487851:MIR3,tracer69487,SINE,MIR,0.693803293,1.03E-59,0.804233712,4.35E-98
chr1:205490240:205490335:L2b,tracer69487,LINE,L2,0.74435827,2.79E-73,0.841437092,1.12E-115
chr1:205492803:205493021:MIR,tracer69487,SINE,MIR,0.778798144,1.93E-84,0.842493546,3.06E-116
chr1:205496165:205496279:MIRc,tracer69487,SINE,MIR,0.777277761,6.47E-84,0.845404258,8.11E-118
chr1:205496327:205496628:AluJb,tracer69487,SINE,Alu,0.772516545,2.95E-82,0.810275771,1.12E-100
chr1:205632844:205633046:MIR,tracer69487,SINE,MIR,0.749854738,5.99E-75,0.814213974,2.06E-102
chr1:205633359:205633419:L2b,tracer69487,LINE,L2,0.765878552,4.89E-80,0.825723747,9.73E-108
chr1:205641601:205641782:MIRb,tracer69487,SINE,MIR,0.70475478,2.02E-62,0.812851389,8.29E-102
chr1:205643061:205643315:L2b,tracer69487,LINE,L2,0.714186402,7.55E-65,0.803645968,7.67E-98
chr1:205644144:205644602:MER39,tracer69487,LTR,ERV1,0.736929293,4.02E-71,0.805048227,1.97E-98
chr1:205645588:205645749:MIRb,tracer69487,SINE,MIR,0.732144947,9.63E-70,0.821059564,1.56E-105
chr1:205026608:205026769:L2c,tracer10022,LINE,L2,0.792372389,2.19E-89,0.812143136,1.70E-101
chr1:205478580:205478756:MIRb,tracer10022,SINE,MIR,0.776224992,1.51E-83,0.812084833,1.81E-101
chr1:205482124:205482424:L3b,tracer10022,LINE,CR1,0.789172757,3.41E-88,0.809317365,2.93E-100
chr1:205024777:205024986:MIR,tracer74984,SINE,MIR,0.738321148,1.61E-71,0.815275304,6.88E-103
chr1:205476342:205476477:MIRb,tracer74984,SINE,MIR,0.740788648,3.10E-72,0.806608258,4.28E-99
chr1:205479803:205479939:MIR3,tracer74984,SINE,MIR,0.724395273,1.38E-67,0.813785842,3.19E-102
chr1:205480900:205481181:AluSx,tracer74984,SINE,Alu,0.757745647,2.12E-77,0.822596521,2.97E-106
chr1:205481511:205481567:L2a,tracer74984,LINE,L2,0.74726835,3.72E-74,0.81630335,2.37E-103
chr1:205482124:205482424:L3b,tracer74984,LINE,CR1,0.786927016,2.36E-87,0.831893746,9.33E-111
chr1:205484854:205484963:L4,tracer74984,LINE,RTE,0.761137069,1.72E-78,0.832594057,4.16E-111
chr1:205486570:205487518:L2a,tracer74984,LINE,L2,0.771232112,8.04E-82,0.82245378,3.47E-106
chr1:205498855:205499067:MIR,tracer74984,SINE,MIR,0.759424788,6.11E-78,0.825018757,2.12E-107
chr1:205644144:205644602:MER39,tracer74984,LTR,ERV1,0.751377232,2.03E-75,0.818070036,3.72E-104
chr1:205037687:205037918:MIRb,tracer11791,SINE,MIR,0.782082259,1.32E-85,0.800893206,1.07E-96
chr1:205482124:205482424:L3b,tracer11791,LINE,CR1,0.79203149,2.90E-89,0.801236512,7.74E-97
chr1:205498855:205499067:MIR,tracer11791,SINE,MIR,0.790892744,7.74E-89,0.80219702,3.09E-97
chr1:205476342:205476477:MIRb,tracer112119,SINE,MIR,0.745726812,1.09E-73,0.805979422,7.94E-99
chr1:205498855:205499067:MIR,tracer112119,SINE,MIR,0.748754516,1.30E-74,0.80830373,8.03E-100
chr1:20978295:20978617:AluY,tracer108565,SINE,Alu,0.807988116,2.65E-94,0.813390902,4.78E-102
chr1:20978295:20978617:AluY,tracer83810,SINE,Alu,0.813577189,1.90E-96,0.830874586,3.00E-110
chr1:20978295:20978617:AluY,tracer3540,SINE,Alu,0.784501863,3.78E-85,0.806368712,5.42E-99
chr1:20978295:20978617:AluY,tracer83535,SINE,Alu,0.789818581,4.66E-87,0.846558204,1.88E-118
chr1:211927061:211927894:HAL1,5sz1H1,LINE,L1,0.840607919,1.49E-109,0.840303112,4.49E-115
chr1:211925111:211925614:HAL1,0wq0H6,LINE,L1,0.810543666,6.89E-96,0.839863374,7.66E-115
chr1:211927061:211927894:HAL1,0wq0H6,LINE,L1,0.808115122,6.67E-95,0.83896922,2.26E-114
chr1:211945400:211945927:L1M5,0wq0H6,LINE,L1,0.819781567,7.34E-100,0.833220758,2.02E-111
chr1:211946416:211946618:L1M5,0wq0H6,LINE,L1,0.835494659,3.41E-107,0.85389864,1.30E-122
chr1:211955256:211955760:L1ME4a,0wq0H6,LINE,L1,0.80061848,7.45E-92,0.843115,1.42E-116
chr1:211945400:211945927:L1M5,tracer76249,LINE,L1,0.802394881,1.54E-92,0.821463665,1.01E-105
chr1:211927061:211927894:HAL1,tracer10022,LINE,L1,0.817059088,1.04E-98,0.831376653,1.69E-110
chr1:211997843:211997962:MIRc,tracer11791,SINE,MIR,0.824183033,8.50E-102,0.824158271,5.43E-107
chr1:211942138:211942786:L2a,0wq0H6,LINE,L2,0.795700509,6.08E-90,0.821798568,7.03E-106
chr1:211997843:211997962:MIRc,0wq0H6,SINE,MIR,0.798441638,5.23E-91,0.824237435,4.98E-107
chr1:211927061:211927894:HAL1,8nwmH4,LINE,L1,0.773938513,5.66E-82,0.807980331,1.11E-99
chr1:211955256:211955760:L1ME4a,tracer76249,LINE,L1,0.744642514,9.70E-73,0.801495425,6.04E-97
chr1:211957096:211957633:L2a,tracer11791,LINE,L2,0.787633415,7.49E-87,0.80419186,4.53E-98
chr1:211987853:211987928:MIRb,tracer11791,SINE,MIR,0.795064396,1.00E-89,0.805578062,1.18E-98
chr1:226050748:226051045:AluJr,bknvH1,SINE,Alu,0.801934945,1.64E-93,0.818276726,3.00E-104
chr1:226029303:226029604:AluSx,3wobH2,SINE,Alu,0.821175514,9.89E-102,0.835298729,1.78E-112
chr1:226030881:226031106:L2c,3wobH2,LINE,L2,0.841271622,1.90E-111,0.873996234,2.76E-135
chr1:226047335:226047645:AluSx,3wobH2,SINE,Alu,0.841353314,1.77E-111,0.869474933,2.97E-132
chr1:226053903:226053980:MIR3,3wobH2,SINE,MIR,0.807994589,5.21E-96,0.834800908,3.20E-112
chr1:226057180:226057276:MIRc,3wobH2,SINE,MIR,0.812264198,8.16E-98,0.858843856,1.51E-125
chr1:226030881:226031106:L2c,avkdH1,LINE,L2,0.811326701,2.04E-97,0.796987068,4.22E-95
chr1:226047335:226047645:AluSx,avkdH1,SINE,Alu,0.821198557,9.89E-102,0.824490098,3.78E-107
chr1:226050748:226051045:AluJr,avkdH1,SINE,Alu,0.818308997,1.86E-100,0.814197532,2.09E-102
chr1:226053903:226053980:MIR3,avkdH1,SINE,MIR,0.813478034,2.51E-98,0.799176263,5.44E-96
chr1:226028827:226028980:L1ME3,ahqxH1,LINE,L1,0.828333876,4.93E-105,0.868305007,1.74E-131
chr1:226028981:226029284:AluSx1,ahqxH1,SINE,Alu,0.807899957,5.66E-96,0.847218799,8.11E-119
chr1:226029303:226029604:AluSx,ahqxH1,SINE,Alu,0.805531473,5.49E-95,0.837482147,1.34E-113
chr1:226030881:226031106:L2c,ahqxH1,LINE,L2,0.810370882,5.29E-97,0.850518792,1.14E-120
chr1:226051934:226052097:L2a,cwydH1,LINE,L2,0.804277328,1.81E-94,0.846700888,1.57E-118
chr1:226028827:226028980:L1ME3,0z1rH3,LINE,L1,0.835186853,2.33E-108,0.867800864,3.69E-131
chr1:226028981:226029284:AluSx1,0z1rH3,SINE,Alu,0.826582928,3.35E-104,0.861081049,6.52E-127
chr1:226030881:226031106:L2c,0z1rH3,LINE,L2,0.831393756,1.63E-106,0.847973703,3.09E-119
chr1:226035082:226035228:L4,0z1rH3,LINE,RTE,0.80800122,5.21E-96,0.836175455,6.34E-113
chr1:226047335:226047645:AluSx,0z1rH3,SINE,Alu,0.821175251,9.89E-102,0.845679147,5.73E-118
chr1:226050748:226051045:AluJr,0z1rH3,SINE,Alu,0.825118784,1.58E-103,0.846307543,2.59E-118
chr1:226051657:226051869:MIR,0z1rH3,SINE,MIR,0.805602237,5.17E-95,0.823438348,1.19E-106
chr1:226051934:226052097:L2a,0z1rH3,LINE,L2,0.819088508,8.51E-101,0.841911787,6.27E-116
chr1:226053903:226053980:MIR3,0z1rH3,SINE,MIR,0.817977113,2.60E-100,0.826547812,3.91E-108
chr1:226029303:226029604:AluSx,5sz1H1,SINE,Alu,0.821155708,9.95E-102,0.807789114,1.34E-99
chr1:226029605:226029709:L1ME3,5sz1H1,LINE,L1,0.823893986,5.92E-103,0.803740312,7.00E-98
chr1:226030881:226031106:L2c,5sz1H1,LINE,L2,0.891832225,1.33E-143,0.873293929,8.30E-135
chr1:226035082:226035228:L4,5sz1H1,LINE,RTE,0.884894508,2.52E-138,0.871582411,1.19E-133
chr1:226042047:226042732:L2a,5sz1H1,LINE,L2,0.803551044,3.55E-94,0.796897725,4.58E-95
chr1:226044900:226044962:MIRc,5sz1H1,SINE,MIR,0.843070109,2.19E-112,0.831875448,9.53E-111
chr1:226045654:226045765:MIRc,5sz1H1,SINE,MIR,0.86935792,1.22E-127,0.851107749,5.27E-121
chr1:226046015:226046324:AluSq2,5sz1H1,SINE,Alu,0.851881969,3.81E-117,0.849463496,4.51E-120
chr1:226047335:226047645:AluSx,5sz1H1,SINE,Alu,0.923652995,1.88E-173,0.911603723,3.48E-166
chr1:226048837:226048947:MIRb,5sz1H1,SINE,MIR,0.851330289,7.58E-117,0.833439254,1.56E-111
chr1:226050748:226051045:AluJr,5sz1H1,SINE,Alu,0.900288201,1.57E-150,0.894633279,8.59E-151
chr1:226051657:226051869:MIR,5sz1H1,SINE,MIR,0.893838424,3.74E-145,0.879954868,1.82E-139
chr1:226051934:226052097:L2a,5sz1H1,LINE,L2,0.905469937,4.42E-155,0.893494347,7.44E-150
chr1:226053903:226053980:MIR3,5sz1H1,SINE,MIR,0.911059432,2.91E-160,0.894661109,8.15E-151
chr1:226055780:226055929:MIR,5sz1H1,SINE,MIR,0.852016496,3.33E-117,0.840305823,4.47E-115
chr1:226057180:226057276:MIRc,5sz1H1,SINE,MIR,0.847202507,1.29E-114,0.82953162,1.38E-109
chr1:226059292:226059463:L2c,5sz1H1,LINE,L2,0.88325544,3.39E-137,0.863954494,1.06E-128
chr1:226065830:226066007:MIR3,5sz1H1,SINE,MIR,0.850038751,3.55E-116,0.83413486,6.96E-112
chr1:226030881:226031106:L2c,0wq0H6,LINE,L2,0.82268392,2.14E-102,0.851872872,1.92E-121
chr1:226035082:226035228:L4,0wq0H6,LINE,RTE,0.832481727,5.08E-107,0.854766417,4.04E-123
chr1:226044900:226044962:MIRc,0wq0H6,SINE,MIR,0.80425438,1.83E-94,0.831772633,1.07E-110
chr1:226045654:226045765:MIRc,0wq0H6,SINE,MIR,0.833213956,2.23E-107,0.862339261,1.09E-127
chr1:226047335:226047645:AluSx,0wq0H6,SINE,Alu,0.822364708,2.97E-102,0.849523029,4.17E-120
chr1:226050748:226051045:AluJr,0wq0H6,SINE,Alu,0.853225528,7.32E-118,0.874027462,2.63E-135
chr1:226051657:226051869:MIR,0wq0H6,SINE,MIR,0.870583062,2.04E-128,0.892272129,7.34E-149
chr1:226051934:226052097:L2a,0wq0H6,LINE,L2,0.864552978,1.43E-124,0.885548216,1.34E-143
chr1:226053903:226053980:MIR3,0wq0H6,SINE,MIR,0.854356721,1.78E-118,0.872210446,4.49E-134
chr1:226055780:226055929:MIR,0wq0H6,SINE,MIR,0.808141479,4.59E-96,0.837675558,1.07E-113
chr1:226059292:226059463:L2c,0wq0H6,LINE,L2,0.814606659,7.97E-99,0.844161549,3.86E-117
chr1:226028827:226028980:L1ME3,fib2H7,LINE,L1,0.815097081,4.86E-99,0.850853513,7.35E-121
chr1:226028981:226029284:AluSx1,fib2H7,SINE,Alu,0.819164091,7.96E-101,0.844310345,3.20E-117
chr1:226030881:226031106:L2c,fib2H7,LINE,L2,0.850554199,1.87E-116,0.858974554,1.26E-125
chr1:226035082:226035228:L4,fib2H7,LINE,RTE,0.800942518,4.11E-93,0.819840627,5.72E-105
chr1:226047335:226047645:AluSx,fib2H7,SINE,Alu,0.811910194,1.16E-97,0.826836922,2.84E-108
chr1:226050748:226051045:AluJr,fib2H7,SINE,Alu,0.839876834,9.81E-111,0.843014983,1.61E-116
chr1:226051657:226051869:MIR,fib2H7,SINE,MIR,0.816603256,1.08E-99,0.808815861,4.83E-100
chr1:226051934:226052097:L2a,fib2H7,LINE,L2,0.809044605,1.93E-96,0.82585323,8.44E-108
chr1:226053903:226053980:MIR3,fib2H7,SINE,MIR,0.820650087,1.68E-101,0.82949438,1.44E-109
chr1:226028827:226028980:L1ME3,2dheH1,LINE,L1,0.831850302,1.01E-106,0.857573959,8.76E-125
chr1:226028981:226029284:AluSx1,2dheH1,SINE,Alu,0.808311188,3.92E-96,0.831377395,1.69E-110
chr1:226030881:226031106:L2c,2dheH1,LINE,L2,0.853598225,4.67E-118,0.862352069,1.07E-127
chr1:226047335:226047645:AluSx,2dheH1,SINE,Alu,0.825144833,1.56E-103,0.837085882,2.15E-113
chr1:226050748:226051045:AluJr,2dheH1,SINE,Alu,0.838587061,4.42E-110,0.849041749,7.79E-120
chr1:226051657:226051869:MIR,2dheH1,SINE,MIR,0.818978344,9.43E-101,0.824589518,3.39E-107
chr1:226051934:226052097:L2a,2dheH1,LINE,L2,0.815379413,3.72E-99,0.83280307,3.27E-111
chr1:226053903:226053980:MIR3,2dheH1,SINE,MIR,0.818396051,1.72E-100,0.819296081,1.02E-104
chr1:226057180:226057276:MIRc,2dheH1,SINE,MIR,0.809763441,9.52E-97,0.821645771,8.29E-106
chr1:226050748:226051045:AluJr,9gumH7,SINE,Alu,0.810349919,5.34E-97,0.839120672,1.88E-114
chr1:226028827:226028980:L1ME3,981yH2,LINE,L1,0.802069195,1.45E-93,0.862324758,1.11E-127
chr1:226028206:226028433:LTR37A,7efkH1,LTR,ERV1,0.81305907,3.76E-98,0.854935876,3.21E-123
chr1:226028827:226028980:L1ME3,7efkH1,LINE,L1,0.84470312,2.95E-113,0.884534647,7.80E-143
chr1:226028981:226029284:AluSx1,7efkH1,SINE,Alu,0.811606896,1.55E-97,0.851948913,1.74E-121
chr1:226029303:226029604:AluSx,7efkH1,SINE,Alu,0.832083308,7.86E-107,0.851490904,3.18E-121
chr1:226030881:226031106:L2c,7efkH1,LINE,L2,0.871775158,3.54E-129,0.893585899,6.26E-150
chr1:226035082:226035228:L4,7efkH1,LINE,RTE,0.812547266,6.26E-98,0.848657588,1.28E-119
chr1:226047335:226047645:AluSx,7efkH1,SINE,Alu,0.859001566,3.65E-121,0.880273344,1.07E-139
chr1:226048837:226048947:MIRb,7efkH1,SINE,MIR,0.80095249,4.10E-93,0.841942101,6.04E-116
chr1:226050748:226051045:AluJr,7efkH1,SINE,Alu,0.801588757,2.26E-93,0.825550891,1.18E-107
chr1:226051934:226052097:L2a,7efkH1,LINE,L2,0.813179141,3.36E-98,0.842905999,1.84E-116
chr1:226053903:226053980:MIR3,7efkH1,SINE,MIR,0.825813468,7.72E-104,0.84673382,1.51E-118
chr1:226055780:226055929:MIR,7efkH1,SINE,MIR,0.805106878,8.15E-95,0.842669124,2.47E-116
chr1:226057180:226057276:MIRc,7efkH1,SINE,MIR,0.83113066,2.16E-106,0.856159797,6.09E-124
chr1:226028827:226028980:L1ME3,8nwmH4,LINE,L1,0.848720284,1.90E-115,0.901297263,1.68E-156
chr1:226028981:226029284:AluSx1,8nwmH4,SINE,Alu,0.812439562,6.91E-98,0.868435162,1.43E-131
chr1:226030881:226031106:L2c,8nwmH4,LINE,L2,0.834259766,6.75E-108,0.86946925,3.00E-132
chr1:226035082:226035228:L4,8nwmH4,LINE,RTE,0.806914872,1.45E-95,0.853111025,3.72E-122
chr1:226047335:226047645:AluSx,8nwmH4,SINE,Alu,0.816257466,1.51E-99,0.854186422,8.82E-123
chr1:226051934:226052097:L2a,8nwmH4,LINE,L2,0.802872383,6.78E-94,0.839061129,2.02E-114
chr1:226053903:226053980:MIR3,8nwmH4,SINE,MIR,0.800339913,7.10E-93,0.818497626,2.37E-104
chr1:226035082:226035228:L4,tracer69487,LINE,RTE,0.82191718,4.66E-102,0.877488739,1.04E-137
chr1:226047335:226047645:AluSx,tracer69487,SINE,Alu,0.807471642,8.48E-96,0.855841454,9.40E-124
chr1:226028827:226028980:L1ME3,tracer10022,LINE,L1,0.823160196,1.30E-102,0.841818808,7.03E-116
chr1:226028981:226029284:AluSx1,tracer10022,SINE,Alu,0.839034235,2.65E-110,0.850589662,1.04E-120
